po,pi,rel
n8,n74,N
n46,n74,N
n91,n74,N
n126,n74,N
n278,n74,N
n389,n74,N
n451,n74,N
n490,n74,N
n543,n74,N
n682,n74,N
n884,n74,N
n948,n74,N
n1094,n74,N
n1122,n74,N
n1124,n74,N
n1329,n74,N
n1545,n74,N
n1739,n74,N
n1827,n74,N
n1900,n74,N
n1927,n74,N
n1951,n74,N
n2027,n74,N
n2126,n74,N
n2175,n74,N
n2223,n74,N
n2311,n74,N
n2407,n74,N
n2556,n74,N
n2559,n74,N
n2572,n74,N
n2672,n74,N
n2734,n74,N
n3090,n74,N
n3242,n74,N
n3340,n74,P
n3603,n74,N
n3854,n74,N
n3901,n74,N
n4125,n74,N
n4279,n74,N
n4305,n74,N
n4345,n74,N
n4437,n74,N
n4541,n74,N
n4604,n74,N
n4672,n74,N
n4858,n74,N
n4971,n74,N
n5479,n74,N
n5550,n74,N
n5586,n74,N
n5806,n74,N
n5851,n74,N
n5987,n74,N
n6012,n74,N
n6198,n74,N
n6275,n74,N
n6314,n74,N
n6682,n74,N
n6696,n74,N
n6786,n74,N
n6853,n74,N
n6952,n74,N
n6979,n74,N
n7071,n74,N
n7073,n74,N
n7132,n74,N
n7152,n74,N
n7246,n74,N
n7265,n74,N
n7382,n74,N
n7655,n74,N
n7771,n74,N
n7825,n74,N
n8068,n74,N
n8085,n74,N
n8124,n74,N
n8144,n74,N
n8215,n74,N
n8306,n74,N
n8471,n74,N
n8604,n74,N
n8909,n74,N
n9096,n74,N
n9342,n74,N
n9437,n74,N
n9447,n74,N
n9570,n74,N
n9665,n74,N
n9717,n74,N
n10515,n74,N
n10591,n74,N
n10791,n74,N
n10802,n74,N
n10915,n74,N
n11122,n74,N
n11393,n74,N
n11463,n74,N
n11534,n74,N
n11627,n74,N
n11664,n74,N
n11822,n74,N
n11847,n74,N
n12032,n74,N
n12166,n74,N
n12232,n74,N
n12355,n74,N
n12535,n74,N
n12989,n74,N
n13010,n74,N
n13045,n74,N
n13114,n74,N
n13141,n74,N
n13316,n74,N
n13577,n74,N
n13639,n74,N
n13658,n74,N
n13693,n74,P
n13760,n74,N
n13853,n74,N
n13870,n74,N
n13953,n74,N
n13959,n74,N
n14289,n74,N
n14307,n74,N
n14330,n74,N
n14399,n74,N
n14463,n74,N
n8,n203,N
n46,n203,N
n91,n203,N
n126,n203,N
n278,n203,N
n389,n203,N
n451,n203,N
n490,n203,N
n543,n203,N
n682,n203,N
n884,n203,N
n948,n203,N
n1094,n203,N
n1122,n203,N
n1124,n203,N
n1329,n203,N
n1545,n203,N
n1739,n203,N
n1827,n203,N
n1900,n203,N
n1927,n203,N
n1951,n203,N
n2027,n203,N
n2126,n203,N
n2175,n203,N
n2223,n203,N
n2311,n203,N
n2407,n203,N
n2556,n203,N
n2559,n203,N
n2572,n203,N
n2672,n203,N
n2734,n203,N
n3090,n203,N
n3242,n203,N
n3340,n203,P
n3603,n203,N
n3854,n203,N
n3901,n203,N
n4125,n203,N
n4279,n203,N
n4305,n203,N
n4345,n203,N
n4437,n203,N
n4541,n203,N
n4604,n203,N
n4672,n203,N
n4858,n203,N
n4971,n203,N
n5479,n203,N
n5550,n203,N
n5586,n203,N
n5806,n203,N
n5851,n203,N
n5987,n203,N
n6012,n203,N
n6198,n203,N
n6275,n203,N
n6314,n203,N
n6682,n203,N
n6696,n203,N
n6786,n203,N
n6853,n203,N
n6952,n203,N
n6979,n203,N
n7071,n203,N
n7073,n203,N
n7132,n203,N
n7152,n203,N
n7246,n203,N
n7265,n203,N
n7382,n203,N
n7655,n203,N
n7771,n203,N
n7825,n203,N
n8068,n203,N
n8085,n203,N
n8124,n203,N
n8144,n203,N
n8215,n203,N
n8306,n203,N
n8471,n203,N
n8604,n203,N
n8909,n203,N
n9096,n203,N
n9342,n203,N
n9437,n203,N
n9447,n203,N
n9570,n203,N
n9665,n203,N
n9717,n203,N
n10515,n203,N
n10591,n203,N
n10791,n203,N
n10802,n203,N
n10915,n203,N
n11122,n203,N
n11393,n203,N
n11463,n203,N
n11534,n203,N
n11627,n203,N
n11664,n203,N
n11822,n203,N
n11847,n203,P
n12032,n203,N
n12166,n203,N
n12232,n203,N
n12355,n203,N
n12535,n203,N
n12989,n203,N
n13010,n203,N
n13045,n203,N
n13114,n203,N
n13141,n203,N
n13316,n203,N
n13577,n203,N
n13639,n203,N
n13658,n203,N
n13693,n203,N
n13760,n203,N
n13853,n203,N
n13870,n203,N
n13953,n203,N
n13959,n203,N
n14289,n203,N
n14307,n203,N
n14330,n203,N
n14399,n203,N
n14463,n203,N
n8,n271,N
n46,n271,N
n91,n271,N
n126,n271,N
n278,n271,N
n389,n271,N
n451,n271,N
n490,n271,N
n543,n271,N
n682,n271,N
n884,n271,N
n948,n271,N
n1094,n271,N
n1122,n271,N
n1124,n271,P
n1329,n271,N
n1545,n271,N
n1739,n271,N
n1827,n271,N
n1900,n271,N
n1927,n271,N
n1951,n271,N
n2027,n271,N
n2126,n271,N
n2175,n271,N
n2223,n271,N
n2311,n271,N
n2407,n271,N
n2556,n271,N
n2559,n271,N
n2572,n271,N
n2672,n271,N
n2734,n271,N
n3090,n271,N
n3242,n271,N
n3340,n271,P
n3603,n271,N
n3854,n271,N
n3901,n271,N
n4125,n271,N
n4279,n271,N
n4305,n271,N
n4345,n271,N
n4437,n271,N
n4541,n271,N
n4604,n271,N
n4672,n271,N
n4858,n271,N
n4971,n271,N
n5479,n271,N
n5550,n271,N
n5586,n271,N
n5806,n271,N
n5851,n271,N
n5987,n271,N
n6012,n271,N
n6198,n271,N
n6275,n271,N
n6314,n271,N
n6682,n271,N
n6696,n271,N
n6786,n271,N
n6853,n271,N
n6952,n271,N
n6979,n271,N
n7071,n271,N
n7073,n271,N
n7132,n271,N
n7152,n271,N
n7246,n271,N
n7265,n271,N
n7382,n271,N
n7655,n271,N
n7771,n271,N
n7825,n271,N
n8068,n271,N
n8085,n271,N
n8124,n271,N
n8144,n271,N
n8215,n271,N
n8306,n271,N
n8471,n271,N
n8604,n271,N
n8909,n271,N
n9096,n271,N
n9342,n271,N
n9437,n271,N
n9447,n271,N
n9570,n271,N
n9665,n271,N
n9717,n271,N
n10515,n271,N
n10591,n271,N
n10791,n271,N
n10802,n271,N
n10915,n271,N
n11122,n271,N
n11393,n271,N
n11463,n271,N
n11534,n271,N
n11627,n271,N
n11664,n271,N
n11822,n271,N
n11847,n271,N
n12032,n271,N
n12166,n271,N
n12232,n271,N
n12355,n271,N
n12535,n271,N
n12989,n271,N
n13010,n271,N
n13045,n271,N
n13114,n271,N
n13141,n271,N
n13316,n271,N
n13577,n271,N
n13639,n271,N
n13658,n271,N
n13693,n271,N
n13760,n271,N
n13853,n271,N
n13870,n271,N
n13953,n271,N
n13959,n271,N
n14289,n271,N
n14307,n271,N
n14330,n271,N
n14399,n271,N
n14463,n271,N
n8,n394,N
n46,n394,N
n91,n394,N
n126,n394,N
n278,n394,N
n389,n394,N
n451,n394,N
n490,n394,N
n543,n394,N
n682,n394,N
n884,n394,N
n948,n394,N
n1094,n394,N
n1122,n394,N
n1124,n394,N
n1329,n394,N
n1545,n394,N
n1739,n394,N
n1827,n394,P
n1900,n394,N
n1927,n394,N
n1951,n394,N
n2027,n394,N
n2126,n394,N
n2175,n394,N
n2223,n394,N
n2311,n394,N
n2407,n394,N
n2556,n394,N
n2559,n394,N
n2572,n394,N
n2672,n394,N
n2734,n394,N
n3090,n394,N
n3242,n394,N
n3340,n394,P
n3603,n394,N
n3854,n394,N
n3901,n394,N
n4125,n394,N
n4279,n394,N
n4305,n394,N
n4345,n394,N
n4437,n394,N
n4541,n394,N
n4604,n394,N
n4672,n394,N
n4858,n394,N
n4971,n394,N
n5479,n394,N
n5550,n394,N
n5586,n394,N
n5806,n394,N
n5851,n394,N
n5987,n394,N
n6012,n394,N
n6198,n394,N
n6275,n394,N
n6314,n394,N
n6682,n394,N
n6696,n394,N
n6786,n394,N
n6853,n394,N
n6952,n394,N
n6979,n394,N
n7071,n394,N
n7073,n394,N
n7132,n394,N
n7152,n394,N
n7246,n394,N
n7265,n394,N
n7382,n394,N
n7655,n394,N
n7771,n394,N
n7825,n394,N
n8068,n394,N
n8085,n394,N
n8124,n394,N
n8144,n394,N
n8215,n394,N
n8306,n394,N
n8471,n394,N
n8604,n394,N
n8909,n394,N
n9096,n394,N
n9342,n394,N
n9437,n394,N
n9447,n394,N
n9570,n394,N
n9665,n394,N
n9717,n394,N
n10515,n394,N
n10591,n394,N
n10791,n394,N
n10802,n394,N
n10915,n394,N
n11122,n394,N
n11393,n394,N
n11463,n394,N
n11534,n394,N
n11627,n394,N
n11664,n394,N
n11822,n394,N
n11847,n394,N
n12032,n394,N
n12166,n394,N
n12232,n394,N
n12355,n394,N
n12535,n394,N
n12989,n394,N
n13010,n394,N
n13045,n394,N
n13114,n394,N
n13141,n394,N
n13316,n394,N
n13577,n394,N
n13639,n394,N
n13658,n394,N
n13693,n394,N
n13760,n394,N
n13853,n394,N
n13870,n394,N
n13953,n394,N
n13959,n394,N
n14289,n394,N
n14307,n394,N
n14330,n394,N
n14399,n394,N
n14463,n394,N
n8,n411,P
n46,n411,P
n91,n411,P
n126,n411,P
n278,n411,P
n389,n411,P
n451,n411,P
n490,n411,P
n543,n411,P
n682,n411,P
n884,n411,P
n948,n411,P
n1094,n411,P
n1122,n411,P
n1124,n411,P
n1329,n411,P
n1545,n411,P
n1739,n411,P
n1827,n411,P
n1900,n411,P
n1927,n411,P
n1951,n411,P
n2027,n411,P
n2126,n411,P
n2175,n411,P
n2223,n411,P
n2311,n411,P
n2407,n411,P
n2556,n411,P
n2559,n411,P
n2572,n411,P
n2672,n411,P
n2734,n411,P
n3090,n411,P
n3242,n411,P
n3340,n411,I
n3603,n411,P
n3854,n411,P
n3901,n411,P
n4125,n411,P
n4279,n411,P
n4305,n411,P
n4345,n411,P
n4437,n411,P
n4541,n411,P
n4604,n411,P
n4672,n411,P
n4858,n411,P
n4971,n411,P
n5479,n411,P
n5550,n411,P
n5586,n411,P
n5806,n411,P
n5851,n411,P
n5987,n411,P
n6012,n411,P
n6198,n411,P
n6275,n411,P
n6314,n411,P
n6682,n411,P
n6696,n411,P
n6786,n411,P
n6853,n411,P
n6952,n411,P
n6979,n411,P
n7071,n411,P
n7073,n411,P
n7132,n411,P
n7152,n411,P
n7246,n411,P
n7265,n411,P
n7382,n411,P
n7655,n411,P
n7771,n411,P
n7825,n411,P
n8068,n411,P
n8085,n411,P
n8124,n411,P
n8144,n411,P
n8215,n411,P
n8306,n411,P
n8471,n411,P
n8604,n411,P
n8909,n411,P
n9096,n411,P
n9342,n411,P
n9437,n411,P
n9447,n411,P
n9570,n411,P
n9665,n411,P
n9717,n411,P
n10515,n411,P
n10591,n411,P
n10791,n411,P
n10802,n411,P
n10915,n411,P
n11122,n411,P
n11393,n411,P
n11463,n411,P
n11534,n411,P
n11627,n411,P
n11664,n411,P
n11822,n411,P
n11847,n411,P
n12032,n411,P
n12166,n411,P
n12232,n411,P
n12355,n411,P
n12535,n411,P
n12989,n411,P
n13010,n411,P
n13045,n411,P
n13114,n411,P
n13141,n411,P
n13316,n411,P
n13577,n411,P
n13639,n411,P
n13658,n411,P
n13693,n411,P
n13760,n411,P
n13853,n411,P
n13870,n411,P
n13953,n411,P
n13959,n411,P
n14289,n411,P
n14307,n411,P
n14330,n411,P
n14399,n411,P
n14463,n411,P
n8,n427,N
n46,n427,N
n91,n427,N
n126,n427,N
n278,n427,N
n389,n427,N
n451,n427,N
n490,n427,N
n543,n427,N
n682,n427,N
n884,n427,N
n948,n427,N
n1094,n427,N
n1122,n427,N
n1124,n427,N
n1329,n427,N
n1545,n427,N
n1739,n427,N
n1827,n427,N
n1900,n427,N
n1927,n427,N
n1951,n427,N
