po,pi,rel
n44,n2,B
n87,n2,B
n105,n2,B
n123,n2,B
n148,n2,B
n163,n2,B
n191,n2,B
n196,n2,B
n226,n2,B
n240,n2,B
n254,n2,B
n260,n2,B
n283,n2,B
n291,n2,B
n299,n2,B
n442,n2,B
n449,n2,I
n484,n2,B
n518,n2,B
n534,n2,B
n542,n2,B
n547,n2,B
n568,n2,B
n627,n2,B
n635,n2,B
n672,n2,B
n44,n11,B
n87,n11,B
n105,n11,I
n123,n11,B
n148,n11,I
n163,n11,B
n191,n11,B
n196,n11,I
n226,n11,I
n240,n11,B
n254,n11,B
n260,n11,B
n283,n11,B
n291,n11,B
n299,n11,I
n442,n11,B
n449,n11,I
n484,n11,B
n518,n11,B
n534,n11,B
n542,n11,B
n547,n11,I
n568,n11,I
n627,n11,B
n635,n11,B
n672,n11,B
n44,n13,B
n87,n13,B
n105,n13,B
n123,n13,B
n148,n13,B
n163,n13,B
n191,n13,B
n196,n13,B
n226,n13,B
n240,n13,B
n254,n13,B
n260,n13,B
n283,n13,B
n291,n13,B
n299,n13,B
n442,n13,B
n449,n13,I
n484,n13,B
n518,n13,B
n534,n13,B
n542,n13,B
n547,n13,B
n568,n13,B
n627,n13,B
n635,n13,B
n672,n13,B
n44,n16,B
n87,n16,B
n105,n16,B
n123,n16,B
n148,n16,B
n163,n16,B
n191,n16,B
n196,n16,I
n226,n16,I
n240,n16,B
n254,n16,B
n260,n16,B
n283,n16,B
n291,n16,B
n299,n16,B
n442,n16,B
n449,n16,I
n484,n16,B
n518,n16,B
n534,n16,B
n542,n16,B
n547,n16,B
n568,n16,I
n627,n16,B
n635,n16,B
n672,n16,B
n44,n21,B
n87,n21,B
n105,n21,B
n123,n21,B
n148,n21,I
n163,n21,B
n191,n21,B
n196,n21,I
n226,n21,I
n240,n21,B
n254,n21,B
n260,n21,B
n283,n21,B
n291,n21,B
n299,n21,B
n442,n21,B
n449,n21,I
n484,n21,B
n518,n21,B
n534,n21,B
n542,n21,B
n547,n21,B
n568,n21,I
n627,n21,B
n635,n21,B
n672,n21,B
n44,n45,B
n87,n45,B
n105,n45,B
n123,n45,B
n148,n45,I
n163,n45,B
n191,n45,B
n196,n45,I
n226,n45,I
n240,n45,B
n254,n45,B
n260,n45,B
n283,n45,B
n291,n45,B
n299,n45,B
n442,n45,B
n449,n45,I
n484,n45,B
n518,n45,B
n534,n45,B
n542,n45,B
n547,n45,I
n568,n45,I
n627,n45,B
n635,n45,B
n672,n45,B
n44,n46,B
n87,n46,B
n105,n46,B
n123,n46,B
n148,n46,B
n163,n46,B
n191,n46,B
n196,n46,B
n226,n46,B
n240,n46,B
n254,n46,B
n260,n46,B
n283,n46,B
n291,n46,B
n299,n46,B
n442,n46,B
n449,n46,I
n484,n46,B
n518,n46,B
n534,n46,B
n542,n46,B
n547,n46,B
n568,n46,B
n627,n46,B
n635,n46,B
n672,n46,B
n44,n55,I
n87,n55,I
n105,n55,I
n123,n55,B
n148,n55,I
n163,n55,I
n191,n55,B
n196,n55,I
n226,n55,I
n240,n55,B
n254,n55,B
n260,n55,I
n283,n55,I
n291,n55,I
n299,n55,I
n442,n55,I
n449,n55,I
n484,n55,B
n518,n55,B
n534,n55,I
n542,n55,B
n547,n55,I
n568,n55,I
n627,n55,B
n635,n55,B
n672,n55,B
n44,n74,I
n87,n74,I
n105,n74,I
n123,n74,B
n148,n74,I
n163,n74,I
n191,n74,I
n196,n74,I
n226,n74,I
n240,n74,I
n254,n74,I
n260,n74,I
n283,n74,I
n291,n74,I
n299,n74,I
n442,n74,I
n449,n74,I
n484,n74,I
n518,n74,I
n534,n74,I
n542,n74,I
n547,n74,I
n568,n74,I
n627,n74,I
n635,n74,I
n672,n74,I
n44,n75,B
n87,n75,B
n105,n75,B
n123,n75,B
n148,n75,B
n163,n75,B
n191,n75,B
n196,n75,I
n226,n75,B
n240,n75,B
n254,n75,B
n260,n75,B
n283,n75,B
n291,n75,B
n299,n75,B
n442,n75,B
n449,n75,I
n484,n75,B
n518,n75,B
n534,n75,B
n542,n75,B
n547,n75,B
n568,n75,B
n627,n75,B
n635,n75,B
n672,n75,B
n44,n81,B
n87,n81,B
n105,n81,B
n123,n81,B
n148,n81,B
n163,n81,B
n191,n81,B
n196,n81,I
n226,n81,I
n240,n81,B
n254,n81,B
n260,n81,B
n283,n81,B
n291,n81,B
n299,n81,B
n442,n81,B
n449,n81,I
n484,n81,B
n518,n81,B
n534,n81,B
n542,n81,B
n547,n81,B
n568,n81,I
n627,n81,B
n635,n81,B
n672,n81,B
n44,n84,B
n87,n84,B
n105,n84,B
n123,n84,B
n148,n84,I
n163,n84,B
n191,n84,B
n196,n84,I
n226,n84,I
n240,n84,B
n254,n84,B
n260,n84,B
n283,n84,B
n291,n84,B
n299,n84,I
n442,n84,B
n449,n84,I
n484,n84,B
n518,n84,B
n534,n84,B
n542,n84,B
n547,n84,I
n568,n84,I
n627,n84,B
n635,n84,B
n672,n84,B
n44,n85,B
n87,n85,B
n105,n85,B
n123,n85,B
n148,n85,B
n163,n85,B
n191,n85,B
n196,n85,B
n226,n85,B
n240,n85,B
n254,n85,B
n260,n85,B
n283,n85,B
n291,n85,B
n299,n85,B
n442,n85,B
n449,n85,B
n484,n85,B
n518,n85,B
n534,n85,B
n542,n85,B
n547,n85,B
n568,n85,B
n627,n85,B
n635,n85,B
n672,n85,B
n44,n93,B
n87,n93,B
n105,n93,B
n123,n93,B
n148,n93,B
n163,n93,B
n191,n93,B
n196,n93,B
n226,n93,B
n240,n93,B
n254,n93,B
n260,n93,B
n283,n93,B
n291,n93,B
n299,n93,B
n442,n93,B
n449,n93,B
n484,n93,B
n518,n93,B
n534,n93,B
n542,n93,B
n547,n93,B
n568,n93,B
n627,n93,B
n635,n93,B
n672,n93,B
n44,n96,B
n87,n96,B
n105,n96,B
n123,n96,B
n148,n96,B
n163,n96,B
n191,n96,B
n196,n96,B
n226,n96,B
n240,n96,B
n254,n96,B
n260,n96,B
n283,n96,B
n291,n96,B
n299,n96,B
n442,n96,B
n449,n96,B
n484,n96,B
n518,n96,B
n534,n96,B
n542,n96,B
n547,n96,B
n568,n96,B
n627,n96,B
n635,n96,B
n672,n96,B
n44,n98,B
n87,n98,B
n105,n98,B
n123,n98,B
n148,n98,I
n163,n98,B
n191,n98,B
n196,n98,I
n226,n98,I
n240,n98,B
n254,n98,B
n260,n98,B
n283,n98,B
n291,n98,B
n299,n98,B
n442,n98,B
n449,n98,I
n484,n98,B
n518,n98,B
n534,n98,B
n542,n98,B
n547,n98,I
n568,n98,I
n627,n98,B
n635,n98,B
n672,n98,B
n44,n101,I
n87,n101,I
n105,n101,I
n123,n101,B
n148,n101,I
n163,n101,I
n191,n101,I
n196,n101,I
n226,n101,I
n240,n101,I
n254,n101,B
n260,n101,I
n283,n101,I
n291,n101,I
n299,n101,I
n442,n101,I
n449,n101,I
n484,n101,B
n518,n101,B
n534,n101,I
n542,n101,I
n547,n101,I
n568,n101,I
n627,n101,I
n635,n101,B
n672,n101,I
n44,n111,B
n87,n111,B
n105,n111,B
n123,n111,B
n148,n111,I
n163,n111,B
n191,n111,B
n196,n111,I
n226,n111,I
n240,n111,B
n254,n111,B
n260,n111,B
n283,n111,B
n291,n111,B
n299,n111,I
n442,n111,B
n449,n111,I
n484,n111,B
n518,n111,B
n534,n111,B
n542,n111,B
n547,n111,I
n568,n111,I
n627,n111,B
n635,n111,B
n672,n111,B
n44,n128,I
n87,n128,I
n105,n128,I
n123,n128,B
n148,n128,I
n163,n128,I
n191,n128,B
n196,n128,I
n226,n128,I
n240,n128,B
n254,n128,B
n260,n128,I
n283,n128,I
n291,n128,I
n299,n128,I
n442,n128,I
n449,n128,I
n484,n128,B
n518,n128,B
n534,n128,I
n542,n128,B
n547,n128,I
n568,n128,I
n627,n128,B
n635,n128,B
n672,n128,I
n44,n131,B
n87,n131,B
n105,n131,B
n123,n131,B
n148,n131,B
n163,n131,B
n191,n131,B
n196,n131,I
n226,n131,B
n240,n131,B
n254,n131,B
n260,n131,B
n283,n131,B
n291,n131,B
n299,n131,B
n442,n131,B
n449,n131,I
n484,n131,B
n518,n131,B
n534,n131,B
n542,n131,B
n547,n131,B
n568,n131,B
n627,n131,B
n635,n131,B
n672,n131,B
n44,n134,I
n87,n134,I
n105,n134,I
n123,n134,B
n148,n134,I
n163,n134,I
n191,n134,I
n196,n134,I
n226,n134,I
n240,n134,I
n254,n134,B
n260,n134,I
n283,n134,I
n291,n134,I
n299,n134,I
n442,n134,I
n449,n134,I
n484,n134,B
n518,n134,B
n534,n134,I
n542,n134,B
n547,n134,I
n568,n134,I
n627,n134,I
n635,n134,B
n672,n134,I
n44,n139,B
n87,n139,B
n105,n139,I
n123,n139,B
n148,n139,I
n163,n139,B
n191,n139,B
n196,n139,I
n226,n139,I
n240,n139,B
n254,n139,B
n260,n139,I
n283,n139,B
n291,n139,I
n299,n139,I
n442,n139,B
n449,n139,I
n484,n139,B
n518,n139,B
n534,n139,I
n542,n139,B
n547,n139,I
n568,n139,I
n627,n139,B
n635,n139,B
n672,n139,B
n44,n153,I
n87,n153,I
n105,n153,I
n123,n153,B
n148,n153,I
n163,n153,I
n191,n153,I
n196,n153,I
n226,n153,I
n240,n153,I
n254,n153,B
n260,n153,I
n283,n153,I
n291,n153,I
n299,n153,I
n442,n153,I
n449,n153,I
n484,n153,I
n518,n153,B
n534,n153,I
n542,n153,I
n547,n153,I
n568,n153,I
n627,n153,I
n635,n153,I
n672,n153,I
n44,n159,B
n87,n159,B
n105,n159,B
n123,n159,B
n148,n159,B
n163,n159,B
n191,n159,B
n196,n159,B
n226,n159,B
n240,n159,B
n254,n159,B
n260,n159,B
n283,n159,B
n291,n159,B
n299,n159,B
n442,n159,B
n449,n159,I
n484,n159,B
n518,n159,B
n534,n159,B
n542,n159,B
n547,n159,B
n568,n159,B
n627,n159,B
n635,n159,B
n672,n159,B
n44,n177,B
n87,n177,B
n105,n177,B
n123,n177,B
n148,n177,B
n163,n177,B
n191,n177,B
n196,n177,I
n226,n177,B
n240,n177,B
n254,n177,B
n260,n177,B
n283,n177,B
n291,n177,B
n299,n177,B
n442,n177,B
n449,n177,I
n484,n177,B
n518,n177,B
n534,n177,B
n542,n177,B
n547,n177,B
n568,n177,B
n627,n177,B
n635,n177,B
n672,n177,B
n44,n199,B
n87,n199,B
n105,n199,B
n123,n199,B
n148,n199,B
n163,n199,B
n191,n199,B
n196,n199,I
n226,n199,I
n240,n199,B
n254,n199,B
n260,n199,B
n283,n199,B
n291,n199,B
n299,n199,B
n442,n199,B
n449,n199,I
n484,n199,B
n518,n199,B
n534,n199,B
n542,n199,B
n547,n199,B
n568,n199,B
n627,n199,B
n635,n199,B
n672,n199,B
n44,n206,B
n87,n206,B
n105,n206,B
n123,n206,B
n148,n206,B
n163,n206,B
n191,n206,B
n196,n206,B
n226,n206,B
n240,n206,B
n254,n206,B
n260,n206,B
n283,n206,B
n291,n206,B
n299,n206,B
n442,n206,B
n449,n206,B
n484,n206,B
n518,n206,B
n534,n206,B
n542,n206,B
n547,n206,B
n568,n206,B
n627,n206,B
n635,n206,B
n672,n206,B
n44,n211,B
n87,n211,B
n105,n211,B
n123,n211,B
n148,n211,B
n163,n211,B
n191,n211,B
n196,n211,I
n226,n211,B
n240,n211,B
n254,n211,B
n260,n211,B
n283,n211,B
n291,n211,B
n299,n211,B
n442,n211,B
n449,n211,I
