po,pi,rel
n0,n2,I
n5,n2,I
n6,n2,I
n27,n2,I
n35,n2,I
n55,n2,I
n56,n2,I
n59,n2,I
n60,n2,I
n61,n2,I
n65,n2,I
n73,n2,I
n86,n2,I
n93,n2,I
n104,n2,I
n118,n2,I
n126,n2,I
n129,n2,I
n138,n2,I
n154,n2,I
n157,n2,I
n174,n2,I
n184,n2,I
n188,n2,I
n196,n2,I
n200,n2,B
n202,n2,I
n210,n2,I
n215,n2,I
n217,n2,I
n230,n2,B
n231,n2,I
n238,n2,I
n248,n2,I
n252,n2,I
n257,n2,I
n259,n2,I
n266,n2,I
n278,n2,I
n280,n2,I
n301,n2,I
n305,n2,I
n313,n2,I
n318,n2,I
n323,n2,I
n325,n2,I
n331,n2,I
n334,n2,I
n340,n2,N
n344,n2,I
n345,n2,I
n349,n2,I
n352,n2,I
n368,n2,I
n375,n2,I
n377,n2,I
n378,n2,I
n380,n2,I
n386,n2,I
n392,n2,I
n393,n2,I
n395,n2,I
n408,n2,I
n410,n2,I
n424,n2,I
n426,n2,I
n428,n2,I
n440,n2,I
n443,n2,I
n454,n2,I
n456,n2,I
n460,n2,I
n466,n2,B
n474,n2,I
n475,n2,I
n481,n2,I
n487,n2,I
n511,n2,I
n519,n2,I
n521,n2,I
n524,n2,I
n529,n2,I
n547,n2,I
n551,n2,B
n572,n2,I
n575,n2,I
n587,n2,I
n618,n2,I
n622,n2,I
n628,n2,I
n629,n2,I
n640,n2,I
n643,n2,I
n645,n2,I
n647,n2,I
n667,n2,I
n669,n2,I
n681,n2,I
n693,n2,I
n706,n2,I
n707,n2,I
n709,n2,I
n712,n2,I
n716,n2,I
n725,n2,I
n728,n2,I
n730,n2,I
n731,n2,I
n732,n2,I
n740,n2,I
n741,n2,I
n743,n2,I
n748,n2,B
n753,n2,I
n762,n2,I
n770,n2,I
n772,n2,I
n786,n2,I
n789,n2,I
n792,n2,I
n804,n2,I
n813,n2,I
n814,n2,I
n815,n2,I
n819,n2,I
n838,n2,I
n841,n2,I
n846,n2,I
n856,n2,I
n862,n2,I
n871,n2,I
n894,n2,I
n907,n2,I
n922,n2,I
n924,n2,I
n925,n2,I
n942,n2,I
n944,n2,I
n946,n2,I
n949,n2,I
n0,n3,I
n5,n3,I
n6,n3,I
n27,n3,I
n35,n3,I
n55,n3,I
n56,n3,I
n59,n3,I
n60,n3,I
n61,n3,I
n65,n3,I
n73,n3,I
n86,n3,I
n93,n3,I
n104,n3,I
n118,n3,I
n126,n3,I
n129,n3,I
n138,n3,I
n154,n3,I
n157,n3,I
