po,pi,rel
n8,n3,B
n41,n3,B
n67,n3,B
n71,n3,B
n153,n3,B
n154,n3,B
n168,n3,B
n201,n3,B
n219,n3,B
n280,n3,B
n325,n3,I
n419,n3,B
n426,n3,B
n505,n3,B
n600,n3,B
n629,n3,B
n664,n3,B
n757,n3,B
n758,n3,B
n778,n3,B
n823,n3,B
n829,n3,I
n840,n3,B
n879,n3,B
n888,n3,B
n892,n3,B
n909,n3,B
n910,n3,B
n915,n3,B
n917,n3,B
n940,n3,B
n957,n3,B
n985,n3,B
n1004,n3,B
n1025,n3,B
n1067,n3,B
n1090,n3,B
n1138,n3,B
n1165,n3,B
n1177,n3,B
n1239,n3,B
n1256,n3,B
n1272,n3,B
n1284,n3,B
n1306,n3,B
n1307,n3,B
n1310,n3,I
n1320,n3,B
n1366,n3,B
n1378,n3,B
n1394,n3,B
n1399,n3,B
n1409,n3,B
n1432,n3,B
n1543,n3,B
n1565,n3,B
n1629,n3,B
n1633,n3,P
n1679,n3,B
n1690,n3,B
n1718,n3,B
n1751,n3,B
n1815,n3,B
n1863,n3,B
n1867,n3,B
n1903,n3,B
n1920,n3,B
n1936,n3,I
n1945,n3,B
n2021,n3,I
n2033,n3,B
n2040,n3,B
n2065,n3,B
n2087,n3,N
n2095,n3,B
n2119,n3,B
n2206,n3,B
n2273,n3,N
n2286,n3,B
n2293,n3,B
n2307,n3,B
n2344,n3,B
n2360,n3,I
n2394,n3,B
n2398,n3,B
n2440,n3,B
n2501,n3,B
n2502,n3,B
n2621,n3,B
n2694,n3,B
n2707,n3,B
n2734,n3,B
n2751,n3,B
n2788,n3,B
n2800,n3,B
n2833,n3,B
n2880,n3,B
n2895,n3,B
n2912,n3,B
n2954,n3,B
n2974,n3,B
n2979,n3,B
n2991,n3,B
n3017,n3,B
n3039,n3,B
n3045,n3,B
n3068,n3,B
n3083,n3,B
n3158,n3,I
n3206,n3,B
n3247,n3,B
n3327,n3,B
n3330,n3,I
n3359,n3,B
n3387,n3,B
n3511,n3,B
n3532,n3,B
n3543,n3,B
n3617,n3,B
n3642,n3,B
n3645,n3,B
n3676,n3,B
n3696,n3,B
n3712,n3,B
n3714,n3,B
n3762,n3,B
n3778,n3,B
n3809,n3,I
n3814,n3,B
n3837,n3,B
n8,n26,I
n41,n26,I
n67,n26,I
n71,n26,I
n153,n26,B
n154,n26,B
n168,n26,I
n201,n26,B
n219,n26,B
n280,n26,I
n325,n26,I
n419,n26,I
n426,n26,B
n505,n26,I
n600,n26,I
n629,n26,B
n664,n26,B
n757,n26,B
n758,n26,B
n778,n26,B
n823,n26,I
n829,n26,I
n840,n26,B
n879,n26,I
n888,n26,B
n892,n26,B
n909,n26,I
n910,n26,I
n915,n26,I
n917,n26,I
n940,n26,I
n957,n26,I
n985,n26,B
n1004,n26,I
n1025,n26,I
n1067,n26,I
n1090,n26,B
n1138,n26,I
n1165,n26,I
n1177,n26,B
n1239,n26,I
n1256,n26,I
n1272,n26,I
n1284,n26,I
n1306,n26,I
n1307,n26,I
n1310,n26,I
n1320,n26,I
n1366,n26,I
n1378,n26,B
n1394,n26,I
n1399,n26,I
n1409,n26,B
n1432,n26,I
n1543,n26,I
n1565,n26,B
n1629,n26,B
n1633,n26,I
n1679,n26,I
n1690,n26,I
n1718,n26,I
n1751,n26,I
n1815,n26,B
n1863,n26,B
n1867,n26,B
n1903,n26,I
n1920,n26,I
n1936,n26,I
n1945,n26,I
n2021,n26,I
n2033,n26,I
