po,pi,rel
n29,n23,B
n32,n23,B
n41,n23,B
n44,n23,B
n80,n23,B
n83,n23,B
n99,n23,B
n163,n23,B
n177,n23,B
n194,n23,B
n212,n23,B
n221,n23,B
n226,n23,B
n228,n23,B
n231,n23,B
n233,n23,B
n243,n23,B
n247,n23,B
n261,n23,B
n263,n23,B
n282,n23,B
n287,n23,B
n300,n23,B
n320,n23,B
n326,n23,B
n29,n26,B
n32,n26,B
n41,n26,B
n44,n26,B
n80,n26,B
n83,n26,B
n99,n26,B
n163,n26,B
n177,n26,B
n194,n26,B
n212,n26,B
n221,n26,B
n226,n26,B
n228,n26,B
n231,n26,B
n233,n26,B
n243,n26,B
n247,n26,B
n261,n26,B
n263,n26,B
n282,n26,B
n287,n26,B
n300,n26,B
n320,n26,B
n326,n26,B
n29,n54,B
n32,n54,B
n41,n54,I
n44,n54,B
n80,n54,B
n83,n54,B
n99,n54,B
n163,n54,B
n177,n54,B
n194,n54,B
n212,n54,I
n221,n54,B
n226,n54,I
n228,n54,B
n231,n54,I
n233,n54,B
n243,n54,I
n247,n54,B
n261,n54,B
n263,n54,B
n282,n54,B
n287,n54,B
n300,n54,B
n320,n54,B
n326,n54,B
n29,n58,B
n32,n58,B
n41,n58,B
n44,n58,B
n80,n58,B
n83,n58,B
n99,n58,B
n163,n58,B
n177,n58,B
n194,n58,B
n212,n58,B
n221,n58,B
n226,n58,B
n228,n58,B
n231,n58,B
n233,n58,B
n243,n58,I
n247,n58,B
n261,n58,B
n263,n58,B
n282,n58,B
n287,n58,B
n300,n58,B
n320,n58,B
n326,n58,B
n29,n59,B
n32,n59,B
n41,n59,I
n44,n59,B
n80,n59,B
n83,n59,B
n99,n59,B
n163,n59,B
n177,n59,B
n194,n59,B
n212,n59,B
n221,n59,B
n226,n59,B
n228,n59,B
n231,n59,I
n233,n59,B
n243,n59,I
n247,n59,B
n261,n59,B
n263,n59,B
n282,n59,B
n287,n59,B
n300,n59,B
n320,n59,B
n326,n59,B
n29,n61,B
n32,n61,B
n41,n61,B
n44,n61,B
n80,n61,B
n83,n61,B
n99,n61,B
n163,n61,B
n177,n61,B
n194,n61,B
n212,n61,I
n221,n61,B
n226,n61,B
n228,n61,B
n231,n61,I
n233,n61,B
n243,n61,I
n247,n61,B
n261,n61,B
n263,n61,B
n282,n61,B
n287,n61,B
n300,n61,B
n320,n61,B
n326,n61,B
n29,n64,B
n32,n64,B
n41,n64,B
n44,n64,B
n80,n64,B
n83,n64,B
n99,n64,B
n163,n64,B
n177,n64,B
n194,n64,B
n212,n64,B
n221,n64,B
n226,n64,B
n228,n64,B
n231,n64,B
n233,n64,B
n243,n64,B
n247,n64,B
n261,n64,B
n263,n64,B
n282,n64,B
n287,n64,B
n300,n64,B
n320,n64,B
n326,n64,B
n29,n65,B
n32,n65,B
n41,n65,I
n44,n65,B
n80,n65,B
n83,n65,B
n99,n65,B
n163,n65,B
n177,n65,B
n194,n65,B
n212,n65,I
n221,n65,B
n226,n65,B
n228,n65,B
n231,n65,I
n233,n65,B
n243,n65,B
n247,n65,B
n261,n65,B
n263,n65,B
n282,n65,B
n287,n65,B
n300,n65,B
n320,n65,B
n326,n65,B
n29,n77,B
n32,n77,B
n41,n77,B
n44,n77,B
n80,n77,B
n83,n77,B
n99,n77,B
n163,n77,B
n177,n77,B
n194,n77,B
n212,n77,B
n221,n77,B
n226,n77,B
n228,n77,B
n231,n77,B
n233,n77,B
n243,n77,B
n247,n77,B
n261,n77,B
n263,n77,B
n282,n77,B
n287,n77,B
n300,n77,B
n320,n77,B
n326,n77,B
n29,n86,B
n32,n86,B
n41,n86,B
n44,n86,B
n80,n86,B
n83,n86,B
n99,n86,B
n163,n86,B
n177,n86,B
n194,n86,B
n212,n86,B
n221,n86,B
n226,n86,B
n228,n86,B
