po,pi,rel
n3,n25,B
n6,n25,I
n13,n25,B
n32,n25,I
n44,n25,B
n51,n25,B
n55,n25,I
n57,n25,I
n58,n25,I
n62,n25,B
n64,n25,I
n83,n25,B
n86,n25,B
n103,n25,B
n110,n25,B
n129,n25,I
n130,n25,I
n136,n25,I
n164,n25,B
n196,n25,B
n213,n25,I
n229,n25,I
n234,n25,I
n236,n25,B
n257,n25,B
n272,n25,I
n274,n25,B
n276,n25,I
n289,n25,I
n332,n25,B
n334,n25,I
n340,n25,I
n357,n25,I
n365,n25,I
n375,n25,I
n397,n25,I
n404,n25,I
n406,n25,I
n414,n25,I
n434,n25,I
n450,n25,I
n455,n25,B
n471,n25,I
n488,n25,I
n511,n25,I
n512,n25,I
n520,n25,I
n3,n27,I
n6,n27,B
n13,n27,I
n32,n27,B
n44,n27,I
n51,n27,I
n55,n27,I
n57,n27,I
n58,n27,B
n62,n27,I
n64,n27,B
n83,n27,I
n86,n27,I
n103,n27,I
n110,n27,I
n129,n27,I
n130,n27,I
n136,n27,B
n164,n27,I
n196,n27,I
n213,n27,I
n229,n27,B
n234,n27,I
n236,n27,I
n257,n27,I
n272,n27,B
n274,n27,I
n276,n27,I
n289,n27,B
n332,n27,I
n334,n27,I
n340,n27,I
n357,n27,I
n365,n27,I
n375,n27,I
n397,n27,I
n404,n27,I
n406,n27,B
n414,n27,B
n434,n27,I
n450,n27,I
n455,n27,I
n471,n27,I
n488,n27,I
n511,n27,B
n512,n27,I
n520,n27,I
n3,n40,I
n6,n40,B
n13,n40,B
n32,n40,B
n44,n40,I
n51,n40,I
n55,n40,I
n57,n40,I
n58,n40,B
n62,n40,I
n64,n40,B
n83,n40,I
n86,n40,I
n103,n40,I
n110,n40,B
n129,n40,I
n130,n40,P
n136,n40,B
n164,n40,I
n196,n40,I
n213,n40,B
n229,n40,B
n234,n40,B
n236,n40,I
n257,n40,I
n272,n40,B
n274,n40,I
n276,n40,I
n289,n40,B
n332,n40,I
n334,n40,I
n340,n40,P
n357,n40,I
n365,n40,B
n375,n40,B
n397,n40,B
n404,n40,I
n406,n40,B
n414,n40,B
n434,n40,I
n450,n40,I
n455,n40,I
n471,n40,I
n488,n40,I
n511,n40,B
n512,n40,I
n520,n40,I
n3,n41,I
n6,n41,B
n13,n41,I
n32,n41,B
n44,n41,I
n51,n41,I
n55,n41,I
n57,n41,I
n58,n41,B
n62,n41,I
n64,n41,B
n83,n41,I
n86,n41,I
n103,n41,I
n110,n41,I
n129,n41,B
n130,n41,I
n136,n41,B
n164,n41,I
n196,n41,I
n213,n41,I
n229,n41,B
n234,n41,I
n236,n41,I
n257,n41,I
n272,n41,B
n274,n41,I
n276,n41,I
n289,n41,B
n332,n41,I
n334,n41,I
n340,n41,I
n357,n41,I
n365,n41,I
n375,n41,I
n397,n41,I
n404,n41,I
n406,n41,B
n414,n41,B
n434,n41,I
n450,n41,I
n455,n41,I
n471,n41,I
n488,n41,I
n511,n41,B
n512,n41,I
n520,n41,B
n3,n60,I
n6,n60,I
n13,n60,B
n32,n60,I
n44,n60,I
n51,n60,I
n55,n60,I
n57,n60,I
n58,n60,I
n62,n60,I
n64,n60,I
n83,n60,I
n86,n60,I
n103,n60,I
n110,n60,B
n129,n60,I
n130,n60,I
n136,n60,I
n164,n60,I
n196,n60,I
n213,n60,I
n229,n60,I
n234,n60,I
n236,n60,I
n257,n60,I
n272,n60,I
n274,n60,I
n276,n60,I
n289,n60,I
n332,n60,I
n334,n60,I
n340,n60,I
n357,n60,I
n365,n60,B
n375,n60,B
n397,n60,I
n404,n60,I
n406,n60,I
n414,n60,I
n434,n60,I
n450,n60,I
n455,n60,I
n471,n60,I
n488,n60,I
n511,n60,I
n512,n60,I
n520,n60,I
n3,n80,I
n6,n80,I
n13,n80,I
n32,n80,B
n44,n80,I
n51,n80,I
n55,n80,I
n57,n80,I
n58,n80,I
n62,n80,I
n64,n80,I
n83,n80,I
n86,n80,I
n103,n80,I
n110,n80,I
n129,n80,I
n130,n80,I
n136,n80,B
n164,n80,I
n196,n80,I
n213,n80,I
n229,n80,B
n234,n80,I
n236,n80,I
n257,n80,I
n272,n80,I
n274,n80,I
n276,n80,I
n289,n80,I
n332,n80,I
n334,n80,I
n340,n80,I
n357,n80,I
n365,n80,I
n375,n80,I
n397,n80,I
n404,n80,I
n406,n80,B
n414,n80,B
n434,n80,I
n450,n80,I
n455,n80,I
n471,n80,I
n488,n80,I
n511,n80,B
n512,n80,I
n520,n80,I
n3,n93,I
n6,n93,B
n13,n93,I
n32,n93,B
n44,n93,I
n51,n93,I
n55,n93,I
n57,n93,I
n58,n93,B
n62,n93,I
n64,n93,B
n83,n93,I
n86,n93,I
n103,n93,I
n110,n93,I
n129,n93,B
n130,n93,I
n136,n93,B
n164,n93,I
n196,n93,I
n213,n93,I
n229,n93,B
n234,n93,I
n236,n93,I
n257,n93,I
n272,n93,B
n274,n93,I
n276,n93,I
n289,n93,B
n332,n93,I
n334,n93,I
n340,n93,I
n357,n93,I
n365,n93,I
n375,n93,I
n397,n93,I
n404,n93,I
n406,n93,B
n414,n93,B
n434,n93,I
n450,n93,I
n455,n93,I
n471,n93,I
n488,n93,I
n511,n93,B
n512,n93,I
n520,n93,B
n3,n95,I
n6,n95,B
n13,n95,I
n32,n95,B
n44,n95,I
n51,n95,I
n55,n95,I
n57,n95,I
n58,n95,B
n62,n95,I
n64,n95,B
n83,n95,I
n86,n95,I
n103,n95,I
n110,n95,I
n129,n95,I
n130,n95,I
n136,n95,B
n164,n95,I
n196,n95,I
n213,n95,I
n229,n95,B
n234,n95,I
n236,n95,I
n257,n95,I
n272,n95,B
n274,n95,I
