po,pi,rel
n24,n0,B
n26,n0,B
n61,n0,B
n66,n0,B
n73,n0,B
n80,n0,B
n81,n0,B
n86,n0,B
n88,n0,B
n89,n0,B
n94,n0,B
n98,n0,B
n104,n0,B
n123,n0,B
n129,n0,B
n145,n0,B
n151,n0,B
n160,n0,B
n164,n0,B
n168,n0,B
n199,n0,B
n212,n0,B
n213,n0,B
n217,n0,B
n221,n0,B
n246,n0,B
n253,n0,B
n261,n0,P
n265,n0,B
n286,n0,B
n304,n0,B
n310,n0,B
n24,n2,B
n26,n2,B
n61,n2,B
n66,n2,B
n73,n2,B
n80,n2,B
n81,n2,B
n86,n2,B
n88,n2,B
n89,n2,B
n94,n2,B
n98,n2,B
n104,n2,B
n123,n2,B
n129,n2,B
n145,n2,B
n151,n2,B
n160,n2,B
n164,n2,P
n168,n2,B
n199,n2,B
n212,n2,B
n213,n2,B
n217,n2,B
n221,n2,B
n246,n2,B
n253,n2,B
n261,n2,B
n265,n2,B
n286,n2,B
n304,n2,B
n310,n2,B
n24,n17,B
n26,n17,B
n61,n17,P
n66,n17,B
n73,n17,B
n80,n17,B
n81,n17,B
n86,n17,B
n88,n17,B
n89,n17,B
n94,n17,B
n98,n17,B
n104,n17,B
n123,n17,B
n129,n17,B
n145,n17,B
n151,n17,B
n160,n17,B
n164,n17,B
n168,n17,B
n199,n17,B
n212,n17,B
n213,n17,B
n217,n17,B
n221,n17,B
n246,n17,B
n253,n17,B
n261,n17,B
n265,n17,B
n286,n17,B
n304,n17,B
n310,n17,B
n24,n18,B
n26,n18,B
n61,n18,B
n66,n18,B
n73,n18,B
n80,n18,B
n81,n18,B
n86,n18,B
n88,n18,B
n89,n18,B
n94,n18,B
n98,n18,B
n104,n18,B
n123,n18,B
n129,n18,B
n145,n18,B
n151,n18,B
n160,n18,B
n164,n18,B
n168,n18,B
n199,n18,B
n212,n18,B
n213,n18,B
n217,n18,B
n221,n18,B
n246,n18,B
n253,n18,B
n261,n18,B
n265,n18,B
n286,n18,B
n304,n18,B
n310,n18,B
n24,n23,B
n26,n23,B
n61,n23,B
n66,n23,B
n73,n23,B
n80,n23,B
n81,n23,B
n86,n23,B
n88,n23,B
n89,n23,B
n94,n23,B
n98,n23,B
n104,n23,B
n123,n23,B
n129,n23,B
n145,n23,B
n151,n23,B
n160,n23,B
n164,n23,B
n168,n23,B
n199,n23,B
n212,n23,P
n213,n23,B
n217,n23,B
n221,n23,B
n246,n23,B
n253,n23,B
n261,n23,B
n265,n23,B
n286,n23,B
n304,n23,B
n310,n23,B
n24,n27,B
n26,n27,B
n61,n27,B
n66,n27,B
n73,n27,B
n80,n27,B
n81,n27,B
n86,n27,B
n88,n27,B
n89,n27,B
n94,n27,B
n98,n27,P
n104,n27,B
n123,n27,B
n129,n27,B
n145,n27,B
n151,n27,B
n160,n27,B
n164,n27,B
n168,n27,B
n199,n27,B
n212,n27,B
n213,n27,B
n217,n27,B
n221,n27,B
n246,n27,B
n253,n27,B
n261,n27,B
n265,n27,B
n286,n27,B
n304,n27,B
n310,n27,B
n24,n29,B
n26,n29,B
n61,n29,B
n66,n29,P
n73,n29,B
n80,n29,B
n81,n29,B
n86,n29,B
n88,n29,B
n89,n29,B
n94,n29,B
n98,n29,B
n104,n29,B
n123,n29,B
n129,n29,B
n145,n29,B
n151,n29,B
n160,n29,B
n164,n29,B
n168,n29,B
n199,n29,B
n212,n29,B
n213,n29,B
n217,n29,B
n221,n29,B
n246,n29,B
n253,n29,B
n261,n29,B
n265,n29,B
n286,n29,B
n304,n29,B
n310,n29,B
n24,n37,B
n26,n37,B
n61,n37,B
n66,n37,B
n73,n37,B
n80,n37,B
n81,n37,B
n86,n37,B
n88,n37,B
n89,n37,B
n94,n37,B
n98,n37,B
n104,n37,B
n123,n37,B
n129,n37,B
n145,n37,B
n151,n37,B
n160,n37,B
n164,n37,B
n168,n37,B
n199,n37,B
n212,n37,B
n213,n37,B
n217,n37,B
n221,n37,B
n246,n37,B
n253,n37,B
n261,n37,B
n265,n37,B
n286,n37,B
n304,n37,B
n310,n37,B
n24,n43,B
n26,n43,B
