po,pi,rel
n3,n1,B
n32,n1,B
n40,n1,B
n47,n1,B
n50,n1,B
n54,n1,B
n72,n1,B
n81,n1,B
n86,n1,B
n91,n1,B
n97,n1,B
n99,n1,B
n111,n1,B
n139,n1,B
n154,n1,B
n176,n1,B
n185,n1,B
n191,n1,B
n197,n1,B
n200,n1,B
n205,n1,B
n208,n1,B
n211,n1,B
n214,n1,B
n220,n1,B
n243,n1,B
n248,n1,B
n254,n1,B
n262,n1,P
n265,n1,B
n273,n1,B
n283,n1,B
n3,n4,B
n32,n4,B
n40,n4,B
n47,n4,B
n50,n4,B
n54,n4,B
n72,n4,B
n81,n4,B
n86,n4,B
n91,n4,B
n97,n4,B
n99,n4,B
n111,n4,B
n139,n4,B
n154,n4,B
n176,n4,B
n185,n4,B
n191,n4,B
n197,n4,B
n200,n4,B
n205,n4,B
n208,n4,B
n211,n4,B
n214,n4,B
n220,n4,B
n243,n4,B
n248,n4,B
n254,n4,B
n262,n4,B
n265,n4,B
n273,n4,B
n283,n4,B
n3,n15,B
n32,n15,B
n40,n15,B
n47,n15,B
n50,n15,B
n54,n15,B
n72,n15,B
n81,n15,B
n86,n15,B
n91,n15,B
n97,n15,B
n99,n15,B
n111,n15,B
n139,n15,B
n154,n15,B
n176,n15,B
n185,n15,B
n191,n15,B
n197,n15,B
n200,n15,B
n205,n15,B
n208,n15,B
n211,n15,B
n214,n15,B
n220,n15,B
n243,n15,B
n248,n15,P
n254,n15,B
n262,n15,B
n265,n15,B
n273,n15,B
n283,n15,B
n3,n21,B
n32,n21,B
n40,n21,B
n47,n21,B
n50,n21,B
n54,n21,B
n72,n21,B
n81,n21,B
n86,n21,B
n91,n21,B
n97,n21,B
n99,n21,B
n111,n21,B
n139,n21,B
n154,n21,B
n176,n21,B
n185,n21,B
n191,n21,B
n197,n21,B
n200,n21,B
n205,n21,P
n208,n21,B
n211,n21,B
n214,n21,B
n220,n21,B
n243,n21,B
n248,n21,B
n254,n21,B
n262,n21,B
n265,n21,B
n273,n21,B
n283,n21,B
n3,n23,B
n32,n23,B
n40,n23,B
n47,n23,B
n50,n23,B
n54,n23,B
n72,n23,B
n81,n23,B
n86,n23,B
n91,n23,B
n97,n23,B
n99,n23,B
n111,n23,B
n139,n23,B
n154,n23,B
n176,n23,B
n185,n23,B
n191,n23,B
n197,n23,B
n200,n23,P
n205,n23,B
n208,n23,B
n211,n23,B
n214,n23,B
n220,n23,B
n243,n23,B
n248,n23,B
n254,n23,B
n262,n23,B
n265,n23,B
n273,n23,B
n283,n23,B
n3,n28,B
n32,n28,B
n40,n28,B
n47,n28,B
n50,n28,B
n54,n28,B
n72,n28,B
n81,n28,B
n86,n28,B
n91,n28,B
n97,n28,B
n99,n28,B
n111,n28,B
n139,n28,B
n154,n28,B
n176,n28,B
n185,n28,B
n191,n28,B
n197,n28,B
n200,n28,B
n205,n28,B
n208,n28,B
n211,n28,B
n214,n28,B
n220,n28,B
n243,n28,B
n248,n28,B
n254,n28,P
n262,n28,B
n265,n28,B
n273,n28,B
n283,n28,B
n3,n37,B
n32,n37,B
n40,n37,B
n47,n37,B
n50,n37,B
n54,n37,B
n72,n37,B
n81,n37,B
n86,n37,P
n91,n37,B
n97,n37,B
n99,n37,B
n111,n37,B
n139,n37,B
n154,n37,B
n176,n37,B
n185,n37,B
n191,n37,B
n197,n37,B
n200,n37,B
n205,n37,B
n208,n37,B
n211,n37,B
n214,n37,B
n220,n37,B
n243,n37,B
n248,n37,B
n254,n37,B
n262,n37,B
n265,n37,B
n273,n37,B
n283,n37,B
n3,n38,B
n32,n38,B
n40,n38,B
n47,n38,P
n50,n38,B
n54,n38,B
n72,n38,B
n81,n38,B
n86,n38,B
n91,n38,B
n97,n38,B
n99,n38,B
n111,n38,B
n139,n38,B
n154,n38,B
n176,n38,B
n185,n38,B
n191,n38,B
n197,n38,B
n200,n38,B
n205,n38,B
n208,n38,B
n211,n38,B
n214,n38,B
n220,n38,B
n243,n38,B
n248,n38,B
n254,n38,B
n262,n38,B
n265,n38,B
n273,n38,B
n283,n38,B
n3,n45,B
n32,n45,B
n40,n45,B
n47,n45,B
n50,n45,B
n54,n45,B
n72,n45,B
n81,n45,B
n86,n45,B
n91,n45,B
n97,n45,B
n99,n45,B
n111,n45,B
n139,n45,B
n154,n45,B
n176,n45,B
n185,n45,B
n191,n45,B
n197,n45,B
n200,n45,B
n205,n45,B
n208,n45,B
n211,n45,B
n214,n45,B
n220,n45,B
n243,n45,P
n248,n45,B
n254,n45,B
n262,n45,B
n265,n45,B
n273,n45,B
n283,n45,B
n3,n52,B
n32,n52,B
n40,n52,B
n47,n52,B
n50,n52,B
n54,n52,B
n72,n52,B
n81,n52,B
n86,n52,B
n91,n52,B
n97,n52,B
n99,n52,B
n111,n52,B
n139,n52,B
n154,n52,B
n176,n52,B
n185,n52,B
n191,n52,B
n197,n52,B
n200,n52,B
n205,n52,B
n208,n52,P
n211,n52,B
n214,n52,B
n220,n52,B
n243,n52,B
n248,n52,B
n254,n52,B
n262,n52,B
n265,n52,B
n273,n52,B
n283,n52,B
n3,n53,B
n32,n53,B
n40,n53,B
n47,n53,B
n50,n53,B
n54,n53,B
n72,n53,B
n81,n53,B
n86,n53,B
n91,n53,B
n97,n53,P
n99,n53,B
n111,n53,B
n139,n53,B
n154,n53,B
n176,n53,B
n185,n53,B
n191,n53,B
n197,n53,B
n200,n53,B
n205,n53,B
n208,n53,B
n211,n53,B
n214,n53,B
n220,n53,B
n243,n53,B
n248,n53,B
n254,n53,B
n262,n53,B
n265,n53,B
n273,n53,B
n283,n53,B
n3,n60,B
n32,n60,B
n40,n60,B
n47,n60,B
n50,n60,B
n54,n60,B
n72,n60,B
n81,n60,B
n86,n60,B
n91,n60,B
n97,n60,B
n99,n60,B
n111,n60,B
n139,n60,B
n154,n60,B
n176,n60,B
n185,n60,B
n191,n60,B
n197,n60,B
n200,n60,B
n205,n60,B
n208,n60,B
n211,n60,B
n214,n60,B
n220,n60,B
n243,n60,B
n248,n60,B
n254,n60,B
n262,n60,B
n265,n60,B
n273,n60,B
n283,n60,B
n3,n75,B
n32,n75,B
n40,n75,B
n47,n75,B
n50,n75,B
n54,n75,B
n72,n75,B
n81,n75,B
n86,n75,B
n91,n75,B
n97,n75,B
n99,n75,B
n111,n75,B
n139,n75,B
n154,n75,B
n176,n75,B
n185,n75,B
n191,n75,B
n197,n75,B
n200,n75,B
n205,n75,B
n208,n75,B
n211,n75,B
n214,n75,B
n220,n75,B
n243,n75,B
n248,n75,B
n254,n75,B
n262,n75,B
n265,n75,B
n273,n75,P
n283,n75,B
n3,n79,B
n32,n79,B
n40,n79,B
n47,n79,B
n50,n79,B
n54,n79,B
n72,n79,B
n81,n79,B
n86,n79,B
n91,n79,B
n97,n79,B
n99,n79,B
n111,n79,B
n139,n79,B
